,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
20,2020-04-26-2020-05-03,UCEAZeUIeJs0IjQiqTCdVSIg,2KUuTbSPG8s,"Warren Buffett, Berkshire Hathaway Chairman and CEO, talks coronavirus and the U.S. economy",2020-04-30T13:34:59Z,242259,3186,284,344,2939,Yahoo Finance,371000,US,https://www.youtube.com/watch?v=2KUuTbSPG8s
21,2020-04-26-2020-05-03,UCHpw8xwDNhU9gdohEcJu4aA,f279f-Y-O-w,Why the 5G coronavirus conspiracy theory is false,2020-05-01T10:43:26Z,236902,2656,1498,2570,400,The Guardian,1410000,GB,https://www.youtube.com/watch?v=f279f-Y-O-w
22,2020-04-26-2020-05-03,UC8fQzKHIhSoZeSq3bwQx4mw,YwrDP_l1AIM,Symptom list for COVID-19 has been expanded,2020-04-27T17:03:07Z,210108,992,78,339,118,Mayo Clinic,530000,US,https://www.youtube.com/watch?v=YwrDP_l1AIM
23,2020-04-26-2020-05-03,UCiMg06DjcUk5FRiM3g5sqoQ,YYTATw9yav4,CDC COVID-19 Prevention Messages for Front Line Long-Term Care Staff: PPE Lessons,2020-04-27T17:50:38Z,184451,469,46,0,722,Centers for Disease Control and Prevention (CDC),476000,US,https://www.youtube.com/watch?v=YYTATw9yav4
24,2020-04-26-2020-05-03,UC-K3xct70o9oCw2yz8ul6gw,LQ11IjFr7rE,Sintomas del Coronavirus,2020-04-27T20:59:08Z,177129,1115,225,341,184,MassGeneralHospital,18600,Unknown,https://www.youtube.com/watch?v=LQ11IjFr7rE
25,2020-04-26-2020-05-03,UCqYw-CTd1dU2yGI71sEyqNw,dr_ELt6UIrg,"GMA NEWS COVID-19 BULLETIN: Philippines&#39; COVID-19 cases climbs to 7,777",2020-04-27T08:59:35Z,170960,925,102,0,94,GMA News,7170000,PH,https://www.youtube.com/watch?v=dr_ELt6UIrg
26,2020-04-26-2020-05-03,UCqYw-CTd1dU2yGI71sEyqNw,TMzdW38u6ws,"GMA NEWS COVID-19 BULLETIN: 2:05 PM | April 26, 2020",2020-04-26T06:18:39Z,143732,891,61,0,117,GMA News,7170000,PH,https://www.youtube.com/watch?v=TMzdW38u6ws
27,2020-04-26-2020-05-03,UCqYw-CTd1dU2yGI71sEyqNw,v2fauoKHNo0,GMA NEWS COVID-19 BULLETIN: Sonny Angara tests positive again for COVID-19,2020-05-02T08:45:28Z,127852,713,49,0,165,GMA News,7170000,PH,https://www.youtube.com/watch?v=v2fauoKHNo0
28,2020-04-26-2020-05-03,UCiMg06DjcUk5FRiM3g5sqoQ,7srwrF9MGdw,CDC COVID-19 Prevention Messages for Front Line Long-Term Care Staff: Keep COVID-19 Out!,2020-04-27T17:51:09Z,119988,216,22,0,365,Centers for Disease Control and Prevention (CDC),476000,US,https://www.youtube.com/watch?v=7srwrF9MGdw
29,2020-04-26-2020-05-03,UCp1KrVaZDZ7BOI_QBuTWWmg,w1ncGjHExmk,I took a COVID-19 test. Here&#39;s how it went...,2020-04-30T13:13:03Z,105349,334,61,217,271,KING 5,142000,US,https://www.youtube.com/watch?v=w1ncGjHExmk
